original,adversarial_light,adversarial_medium,adversarial_heavy,target
Thanks. It was only from tescos but quite nice. All gone now. Speak soon,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,ham
Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight?,ham
You have 1 new message. Please call 08712400200.,You have 1 project new m.3.$.$.@.g.3.. Please call client 08712400200.,You have 1 new m3$$@g3. P13@$3 call 08712400200.,You discussion have 1 new 🎯 message. lPaees acll 08712400200.,spam
ALSO TELL HIM I SAID HAPPY BIRTHDAY,ALSO TELL HIM I SAID HAPPY BIRTHDAY,ALSO TELL HIM I SAID HAPPY BIRTHDAY,ALSO TELL HIM I SAID HAPPY BIRTHDAY,ham
Ok then i will come to ur home after half an hour,Ok then i will come to ur home after half an hour,Ok then i will come to ur home after half an hour,Ok then i will come to ur home after half an hour,ham
"Aldrine, rakhesh ex RTM here.pls call.urgent.","Aldrine, rakhesh ex RTM here.pls call.urgent.","Aldrine, rakhesh ex RTM here.pls call.urgent.","Aldrine, rakhesh ex RTM here.pls call.urgent.",ham
I emailed yifeng my part oredi.. Can _ get it fr him..,I emailed yifeng my part oredi.. Can _ get it fr him..,I emailed yifeng my part oredi.. Can _ get it fr him..,I emailed yifeng my part oredi.. Can _ get it fr him..,ham
Don no da:)whats you plan?,Don no da:)whats you plan?,Don no da:)whats you plan?,Don no da:)whats you plan?,ham
You give us back my id proof and &lt;#&gt; rs. We wont allow you to work. We will come to your home within days,You give us back my id proof and &lt;#&gt; rs. We wont allow you to work. We will come to your home within days,You give us back my id proof and &lt;#&gt; rs. We wont allow you to work. We will come to your home within days,You give us back my id proof and &lt;#&gt; rs. We wont allow you to work. We will come to your home within days,ham
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,ham
I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,ham
Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-),ham
If you're thinking of lifting me one then no.,If you're thinking of lifting me one then no.,If you're thinking of lifting me one then no.,If you're thinking of lifting me one then no.,ham
"Sir, I need AXIS BANK account no and bank address.","Sir, I need AXIS BANK account no and bank address.","Sir, I need AXIS BANK account no and bank address.","Sir, I need AXIS BANK account no and bank address.",ham
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode","REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 note th1$ text w1th y0ur valid name, house no and postcode","REMINDER FROM O2: T0 get 2.50 pounds project free call credit schedule and d.3.t.@.1.1.$ of great offers pls reply 2 note this update t3xt with your valid name, update H0U$3 no and postcode","RMEINDER FRMO O2: T0 get 250. strategy puonds fr33 call c.R.3..D1.T plan @nd d3t@1$1 0f great offers pls repyl 2 this t3xt with yourc lient vali dname, house n.0 @nd opstcode

Confidential - For Internal Use Only",spam
Just do what ever is easier for you,Just do what ever is easier for you,Just do what ever is easier for you,Just do what ever is easier for you,ham
Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,Just forced myself to eat a slice. I'm really not hungry tho. This sucks. Mark is getting worried. He knows I'm sick when I turn down pizza. Lol,ham
I think just yourself _Thanks and see you tomo,I think just yourself _Thanks and see you tomo,I think just yourself _Thanks and see you tomo,I think just yourself _Thanks and see you tomo,ham
She's borderline but yeah whatever.,She's borderline but yeah whatever.,She's borderline but yeah whatever.,She's borderline but yeah whatever.,ham
I love to give massages. I use lots of baby oil... What is your fave position?,I love to give massages. I use lots of baby oil... What is your fave position?,I love to give massages. I use lots of baby oil... What is your fave position?,I love to give massages. I use lots of baby oil... What is your fave position?,ham
Is xy in ur car when u picking me up?,Is xy in ur car when u picking me up?,Is xy in ur car when u picking me up?,Is xy in ur car when u picking me up?,ham
"He will, you guys close?","He will, you guys close?","He will, you guys close?","He will, you guys close?",ham
"That's the trouble with classes that go well - you're due a dodgey one _ Expecting mine tomo! See you for recovery, same time, same place","That's the trouble with classes that go well - you're due a dodgey one _ Expecting mine tomo! See you for recovery, same time, same place","That's the trouble with classes that go well - you're due a dodgey one _ Expecting mine tomo! See you for recovery, same time, same place","That's the trouble with classes that go well - you're due a dodgey one _ Expecting mine tomo! See you for recovery, same time, same place",ham
"Yes, i'm small kid.. And boost is the secret of my energy..","Yes, i'm small kid.. And boost is the secret of my energy..","Yes, i'm small kid.. And boost is the secret of my energy..","Yes, i'm small kid.. And boost is the secret of my energy..",ham
what is your account number?,what is your account number?,what is your account number?,what is your account number?,ham
Have you had a good day? Mine was really busy are you up to much tomorrow night?,Have you had a good day? Mine was really busy are you up to much tomorrow night?,Have you had a good day? Mine was really busy are you up to much tomorrow night?,Have you had a good day? Mine was really busy are you up to much tomorrow night?,ham
Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls1/minMobsmore LKPOBOX177HP51FL,Am system new 2 club & dont fink we met yet Will strategy B gr8 2 status C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x C@11$1/m1nM0b$m0r3 review 1Kp0B0X177hp51f1,Am new 2 club & dont fink we note met plan yet Will B gr8 2 C U Please leave msg schedule 2day w1v ur schedule area 09099726553 reply promised C@R113 x c@11$1/M1NM0B$m0r3 LKPOBOX177HP51FL,mA team enw 2 c1ub& dont finkw e met reoprt eyt Will details B ✅ gr8 2 C U 💼 Please ✅ elave smg 2da ywiv ur aera 09099726553 🎯 replyp romised @CR113 xC@11$1/m1nM0bm$0r3 LPKBOOX177PH51FL,spam
When you came to hostel.,When you came to hostel.,When you came to hostel.,When you came to hostel.,ham
"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs","You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs","You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs","You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",ham
"(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)","(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)","(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)","(I should add that I don't really care and if you can't I can at least get this dude to fuck off but hey, your money if you want it)",ham
Dont show yourself. How far. Put new pictures up on facebook.,Dont show yourself. How far. Put new pictures up on facebook.,Dont show yourself. How far. Put new pictures up on facebook.,Dont show yourself. How far. Put new pictures up on facebook.,ham
You are gorgeous! keep those pix cumming :) thank you!,You are gorgeous! keep those pix cumming :) thank you!,You are gorgeous! keep those pix cumming :) thank you!,You are gorgeous! keep those pix cumming :) thank you!,ham
"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!","Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!","Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!","Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!",ham
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham
Ya:)going for restaurant..,Ya:)going for restaurant..,Ya:)going for restaurant..,Ya:)going for restaurant..,ham
You please give us connection today itself before &lt;DECIMAL&gt; or refund the bill,You please give us connection today itself before &lt;DECIMAL&gt; or refund the bill,You please give us connection today itself before &lt;DECIMAL&gt; or refund the bill,You please give us connection today itself before &lt;DECIMAL&gt; or refund the bill,ham
At WHAT TIME should i come tomorrow,At WHAT TIME should i come tomorrow,At WHAT TIME should i come tomorrow,At WHAT TIME should i come tomorrow,ham
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february","Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february","Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february","Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february",ham
Thats cool princess! I will cover your face in hot sticky cum :),Thats cool princess! I will cover your face in hot sticky cum :),Thats cool princess! I will cover your face in hot sticky cum :),Thats cool princess! I will cover your face in hot sticky cum :),ham
Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,Lol grr my mom is taking forever with my prescription. Pharmacy is like 2 minutes away. Ugh.,ham
Have a good evening! Ttyl,Have a good evening! Ttyl,Have a good evening! Ttyl,Have a good evening! Ttyl,ham
Good Morning plz call me sir,Good Morning plz call me sir,Good Morning plz call me sir,Good Morning plz call me sir,ham
Later i guess. I needa do mcat study too.,Later i guess. I needa do mcat study too.,Later i guess. I needa do mcat study too.,Later i guess. I needa do mcat study too.,ham
"Sorry, went to bed early, nightnight","Sorry, went to bed early, nightnight","Sorry, went to bed early, nightnight","Sorry, went to bed early, nightnight",ham
"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.","Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",ham
Do _ all wan 2 meet up n combine all the parts? How's da rest of da project going?,Do _ all wan 2 meet up n combine all the parts? How's da rest of da project going?,Do _ all wan 2 meet up n combine all the parts? How's da rest of da project going?,Do _ all wan 2 meet up n combine all the parts? How's da rest of da project going?,ham
