email,target,email_spaced
Ok lor. Msg me b4 u call.,ham,Ok lor. Msg me b4 u call.
"I dont knw pa, i just drink milk..",ham,"I dont knw pa, i just drink milk.."
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
I wonder if you'll get this text?,ham,I wonder if you'll get this text?
On the way to office da..,ham,On the way to office da..
K..k:)how much does it cost?,ham,K..k:)how much does it cost?
You have 1 new message. Please call 08718738034.,spam,Y o u h a v e 1 n e w m essage. Plea se c a l l 08718738034.
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
URGENT! Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam,U R G E N T! Y our M o b i l e n u m b e r has b e e n aw ard ed w i t h a 20 00 p r i z e G U A R A N T E E D. C a l l 09061790121 f r o m l a n d l ine. C laim 30 30. Val id 12h rs o n l y 1 5 0 p p m
I accidentally deleted the message. Resend please.,ham,I accidentally deleted the message. Resend please.
Dont gimme that lip caveboy,ham,Dont gimme that lip caveboy
Please sen :)my kind advice :-)please come here and try:-),ham,Please sen :)my kind advice :-)please come here and try:-)
Tomarrow i want to got to court. At &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham,Tomarrow i want to got to court. At &lt;DECIMAL&gt; . So you come to bus stand at 9.
Don know..he is watching film in computer..,ham,Don know..he is watching film in computer..
I'm in inside office..still filling forms.don know when they leave me.,ham,I'm in inside office..still filling forms.don know when they leave me.
Have you started in skye,ham,Have you started in skye
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam,T e x t & m eet s o m e o n e se xy tod ay. U can f ind a d a t e or even flirt i t s up to U. J o i n 4 j ust 10p. R E P L Y w i t h N A M E & A G E eg Sam 25. 18 -msg recd@thirtyeight pence
I love u 2 my little pocy bell I am sorry but I love u,ham,I love u 2 my little pocy bell I am sorry but I love u
"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
"Alright we'll bring it to you, see you in like &lt;#&gt; mins",ham,"Alright we'll bring it to you, see you in like &lt;#&gt; mins"
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
His bday real is in april .,ham,His bday real is in april .
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
Just finished eating. Got u a plate. NOT leftovers this time.,ham,Just finished eating. Got u a plate. NOT leftovers this time.
Is xy going 4 e lunch?,ham,Is xy going 4 e lunch?
He also knows about lunch menu only da. . I know,ham,He also knows about lunch menu only da. . I know
"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
Watching telugu movie..wat abt u?,ham,Watching telugu movie..wat abt u?
I'm in class. Did you get my text.,ham,I'm in class. Did you get my text.
excellent. I spent &lt;#&gt; years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,ham,excellent. I spent &lt;#&gt; years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
Well obviously not because all the people in my cool college life went home ;_;,ham,Well obviously not because all the people in my cool college life went home ;_;
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,ham,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
Why i come in between you people,ham,Why i come in between you people
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,spam,P R I V A T E! Y o u r 2 0 0 3 A c c o u n t S t a t e m e n t for s h o w s 800 un-red eemed S. I. M. p o i n t s. Ca ll 08719899230 I d e n t i f i e r C o d e: 41685 E xpires 07/11/04
I'm not coming home 4 dinner.,ham,I'm not coming home 4 dinner.
Was playng 9 doors game and gt racing on phone lol,ham,Was playng 9 doors game and gt racing on phone lol
Just normal only here :),ham,Just normal only here :)
says the &lt;#&gt; year old with a man and money. I'm down to my last &lt;#&gt; . Still waiting for that check.,ham,says the &lt;#&gt; year old with a man and money. I'm down to my last &lt;#&gt; . Still waiting for that check.
I dont thnk its a wrong calling between us,ham,I dont thnk its a wrong calling between us
I hope your pee burns tonite.,ham,I hope your pee burns tonite.
Yep get with the program. You're slacking.,ham,Yep get with the program. You're slacking.
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read...",ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read..."
"I have 2 sleeping bags, 1 blanket and paper and phone details. Anything else?",ham,"I have 2 sleeping bags, 1 blanket and paper and phone details. Anything else?"
Oh ic. I thought you meant mary jane.,ham,Oh ic. I thought you meant mary jane.
Ok i'm coming home now.,ham,Ok i'm coming home now.
Ok ill tell the company,ham,Ok ill tell the company
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
Yup ok...,ham,Yup ok...
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
Tell them no need to investigate about me anywhere.,ham,Tell them no need to investigate about me anywhere.
Did he just say somebody is named tampa,ham,Did he just say somebody is named tampa
So when do you wanna gym?,ham,So when do you wanna gym?
Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
Holy living christ what is taking you so long,ham,Holy living christ what is taking you so long
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
Ok lor thanx...  in school?,ham,Ok lor thanx...  in school?
Sorry de i went to shop.,ham,Sorry de i went to shop.
Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,ham,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...
I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga,ham,I don't know jack shit about anything or i'd say/ask something helpful but if you want you can pretend that I did and just text me whatever in response to the hypotheticalhuagauahahuagahyuhagga
Tell them u have a headache and just want to use 1 hour of sick time.,ham,Tell them u have a headache and just want to use 1 hour of sick time.
cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x,ham,cud u tell ppl im gona b a bit l8 cos 2 buses hav gon past cos they were full & im still waitin 4 1. Pete x
"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
"Today's Offer! Claim ur 150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. 3.00 Sub. 16 . Unsub reply X",spam,"T oday's O f f e r! Cl a i m ur 150 w o r t h of d iscount vouc hers! T ext Y E S to 8 5 0 2 3 n o w! S a v a M o b, m ember offe rs mo bile! T Cs 08717898035. 3.00 Sub. 16 . U n s u b r e p l y X"
"Yeah that's what I thought, lemme know if anything's goin on later",ham,"Yeah that's what I thought, lemme know if anything's goin on later"
