email,target,email_homoglyph
"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited &lt;#&gt; rs and il be getiing &lt;#&gt; rs..i can draw my acc wen it is &lt;#&gt; rs..",ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited &lt;#&gt; rs and il be getiing &lt;#&gt; rs..i can draw my acc wen it is &lt;#&gt; rs.."
"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !",ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
K I'll be sure to get up before noon and see what's what,ham,K I'll be sure to get up before noon and see what's what
"How long has it been since you screamed, princess?",ham,"How long has it been since you screamed, princess?"
Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,spam,Te𝒙𝙩 BAN𝙽EDUK to 895Ƽ5 𝔱o s𝔢e! c𝗼st 150p 𝙩e𝑥𝘁operator g69𝟨𝚐a 1𝟖+ ꞳX𝞦
"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer.",ham,"Thank You for calling.Forgot to say Happy Onam to you Sirji.I am fine here and remembered you when i met an insurance person.Meet You in Qatar Insha Allah.Rakhesh, ex Tata AIG who joined TISSCO,Tayseer."
I'm in school now n i'll be in da lab doing some stuff give me a call when _ r done.,ham,I'm in school now n i'll be in da lab doing some stuff give me a call when _ r done.
Midnight at the earliest,ham,Midnight at the earliest
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her:  STOP? Send STOP FRND to 62468,spam,Nata𝙸𝗶e (Ƨ𝑂/F］ is i𝕟vit𝕚ng 𝞬o𝘂 t𝕠 b𝙚 heꭈ f𝙧ⅰen𝗱. Repl𝕪 YE𝘚-𝓵65 or NO‐165 See her:  STOP? Se𝐧d S𝜯𝘖P 𝑭𝕽𝕹D t𝛔 62468
I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.,ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel"
URGENT! We are trying to contact U. Todays draw shows that you have won a 800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,spam,URGE𝚴T! 𝓦ⅇ are tr𝘺in𝗴 𝘵o 𝚌ontact U. To𝒅ays dr𝑎w s𝚑𝞼ws tha𝒕 you 𝗵𝛼ve 𝔀on a 800 prize 𝘎𝙐ARAN𝕿EED. ℭa𝚕l 𝟎90𝟧0001808 fr𝞂m la𝐧𝒅 line. C𝟷aim 𝝡95. Valid12hrs 𝝄nlᶌ
He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him,ham,He fucking chickened out. He messaged me he would be late and woould buzz me and then I didn't hear a word from him
Hey i'm bored... So i'm thinking of u... So wat r u doing?,ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?
I have no money 4 steve mate! !,ham,I have no money 4 steve mate! !
Noice. Text me when you're here,ham,Noice. Text me when you're here
Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
Cos daddy arranging time c wat time fetch _ mah...,ham,Cos daddy arranging time c wat time fetch _ mah...
Hey i've booked the 2 lessons on sun liao...,ham,Hey i've booked the 2 lessons on sun liao...
I just cooked a rather nice salmon a la you,ham,I just cooked a rather nice salmon a la you
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,ham,Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx,ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
Went to ganesh dress shop,ham,Went to ganesh dress shop
EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN 100 Cash WKENT/150P16+,spam,𝖤ASTENDERS TV Qui𝒛. 𝗪h⍺t FLOWE𝖱 does DOT com𝗽are he𝔯𝙨elf to? D= VℓOLE𝑻 E= TULIＰ F= LIL𝒀 t𝙭t D 𝓔 or F 𝔱o 8𝟺0𝟤5 NOW 4 𝕔hance 2 𝕎I𝓝 100 C𝝰sh 𝙒𝗞𝐄NT/15ＯP16+
Ok lor. Msg me b4 u call.,ham,Ok lor. Msg me b4 u call.
"I dont knw pa, i just drink milk..",ham,"I dont knw pa, i just drink milk.."
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",ham,"Hmm ok, i'll stay for like an hour cos my eye is really sore!"
"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one.",ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
I wonder if you'll get this text?,ham,I wonder if you'll get this text?
On the way to office da..,ham,On the way to office da..
K..k:)how much does it cost?,ham,K..k:)how much does it cost?
You have 1 new message. Please call 08718738034.,spam,Y𝐨u have 𝓵 𝚗ew message. Pleasｅ call 08𝟳187𝟹80𝟛4․
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.
Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,ham,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...
Meeting u is my work. . . Tel me when shall i do my work tomorrow,ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow
URGENT! Your Mobile number has been awarded with a 2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,spam,URGENT! You𝘳 Mobile 𝖓umber has b𝘦en awarded 𝒘i𝒕h a 2𝟢00 p𝓇iz𝑒 GUARAN𝒯E𝞔D. Call 090𝟔1𝟩901𝟚1 from l𝛂nd line𝅭 🝌laim 3030․ Vali𝖉 12hrs o𝙣lɣ 𝟭𝟧0𝓅pm
I accidentally deleted the message. Resend please.,ham,I accidentally deleted the message. Resend please.
Dont gimme that lip caveboy,ham,Dont gimme that lip caveboy
Please sen :)my kind advice :-)please come here and try:-),ham,Please sen :)my kind advice :-)please come here and try:-)
Tomarrow i want to got to court. At &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham,Tomarrow i want to got to court. At &lt;DECIMAL&gt; . So you come to bus stand at 9.
Don know..he is watching film in computer..,ham,Don know..he is watching film in computer..
I'm in inside office..still filling forms.don know when they leave me.,ham,I'm in inside office..still filling forms.don know when they leave me.
Have you started in skye,ham,Have you started in skye
Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,spam,⊤e𝒙t & meⅇt 𝔰om𝒆o𝔫e 𝗌ⅇxy today. U can fin𝙙 𝒂 da𝙩e o𝓇 e𝚟en flir𝑡 ℹts up 𝚝𝕠 𝐔. Joi𝑛 4 𝒿u𝕤t 1𝟶p. R𝐸PLY wi𝖙h N𝐴M𝐄 & AG𝚬 𝚎𝗀 𝓢am 25. 𝟙𝟴 -msg re𝐜d@thirtｙeight pe𝘯ce
I love u 2 my little pocy bell I am sorry but I love u,ham,I love u 2 my little pocy bell I am sorry but I love u
"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\""""",ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !",ham,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !"
"Alright we'll bring it to you, see you in like &lt;#&gt; mins",ham,"Alright we'll bring it to you, see you in like &lt;#&gt; mins"
Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
His bday real is in april .,ham,His bday real is in april .
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
Just finished eating. Got u a plate. NOT leftovers this time.,ham,Just finished eating. Got u a plate. NOT leftovers this time.
Is xy going 4 e lunch?,ham,Is xy going 4 e lunch?
He also knows about lunch menu only da. . I know,ham,He also knows about lunch menu only da. . I know
"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.\""""",ham,"\BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.\"""""
Watching telugu movie..wat abt u?,ham,Watching telugu movie..wat abt u?
I'm in class. Did you get my text.,ham,I'm in class. Did you get my text.
excellent. I spent &lt;#&gt; years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,ham,excellent. I spent &lt;#&gt; years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*,ham,Are you happy baby ? Are you alright ? Did you take that job ? I hope your fine. I send you a kiss to make you smile from across the sea ... *kiss* *kiss*
Well obviously not because all the people in my cool college life went home ;_;,ham,Well obviously not because all the people in my cool college life went home ;_;
U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u,ham,U havent lost me ill always b here 4u.i didnt intend 2 hurt u but I never knew how u felt about me when Iwas+marine&thats what itried2tell urmom.i careabout u
"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around",ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?
Why i come in between you people,ham,Why i come in between you people
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04,spam,PRIVA𝑻E! You𝚛 2003 Accoᴜnt 𝙎𝑡𝛼t𝐞m𝓮𝓃𝒕 for s𝖍ows 800 un−redⅇꬲmed S. I𝅭 M. 𝜌oints𝅭 Call 08𝟩𝙸9𝟖9Ꝯ230 Iden𝖙ifi𝒆r Code: 416𝟪5 Expireƽ 0𝟟⧸11᜵𝖮4
I'm not coming home 4 dinner.,ham,I'm not coming home 4 dinner.
Was playng 9 doors game and gt racing on phone lol,ham,Was playng 9 doors game and gt racing on phone lol
Just normal only here :),ham,Just normal only here :)
says the &lt;#&gt; year old with a man and money. I'm down to my last &lt;#&gt; . Still waiting for that check.,ham,says the &lt;#&gt; year old with a man and money. I'm down to my last &lt;#&gt; . Still waiting for that check.
I dont thnk its a wrong calling between us,ham,I dont thnk its a wrong calling between us
I hope your pee burns tonite.,ham,I hope your pee burns tonite.
Yep get with the program. You're slacking.,ham,Yep get with the program. You're slacking.
"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read...",ham,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to &lt;#&gt; frnds in &lt;#&gt; mins whn u read..."
"I have 2 sleeping bags, 1 blanket and paper and phone details. Anything else?",ham,"I have 2 sleeping bags, 1 blanket and paper and phone details. Anything else?"
Oh ic. I thought you meant mary jane.,ham,Oh ic. I thought you meant mary jane.
Ok i'm coming home now.,ham,Ok i'm coming home now.
Ok ill tell the company,ham,Ok ill tell the company
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight"
Yup ok...,ham,Yup ok...
OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?,ham,OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?
Tell them no need to investigate about me anywhere.,ham,Tell them no need to investigate about me anywhere.
Did he just say somebody is named tampa,ham,Did he just say somebody is named tampa
So when do you wanna gym?,ham,So when do you wanna gym?
Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham,Wrong phone! This phone! I answer this one but assume the other is people i don't well
Holy living christ what is taking you so long,ham,Holy living christ what is taking you so long
"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us",ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
Ok lor thanx...  in school?,ham,Ok lor thanx...  in school?
Sorry de i went to shop.,ham,Sorry de i went to shop.
